,Unnamed: 0,Unnamed: 0.1,上线机场,下线机场,出发日期,出发时刻,出发类型,出发航班,到达日期,到达时刻,到达类型,到达航班,区域,机体类别,登机口,终端厅,飞机型号,飞机转场记录号,精确到达时间,精确出发时间
146,146,146,LPK,ZCQ,2018/1/20,15:40:00,D,NV6378,2018/1/20,14:25:00,I,NV873,North,W,T5,T,319,PK296,2018/1/20 14:25:00,2018/1/20 15:40:00
147,147,147,DKV,GPD,2018/1/20,16:15:00,D,NV6742,2018/1/20,14:25:00,I,NV6171,North,W,T5,T,325,PK295,2018/1/20 14:25:00,2018/1/20 16:15:00
148,148,148,OSU,QFL,2018/1/20,15:30:00,D,NV383,2018/1/20,13:50:00,I,NV383,North,W,T5,T,321,PK290,2018/1/20 13:50:00,2018/1/20 15:30:00
149,149,149,QVT,AZJ,2018/1/20,14:25:00,D,NV6494,2018/1/20,13:20:00,I,NV6155,North,W,T5,T,320,PK285,2018/1/20 13:20:00,2018/1/20 14:25:00
150,150,150,OHP,XVI,2018/1/20,13:55:00,D,NV3703,2018/1/20,12:25:00,I,NV3703,North,W,T5,T,73H,PK278,2018/1/20 12:25:00,2018/1/20 13:55:00
151,151,151,IJK,ITO,2018/1/20,12:15:00,D,NV6316,2018/1/20,11:00:00,I,NV305,North,W,T5,T,319,PK270,2018/1/20 11:00:00,2018/1/20 12:15:00
152,152,152,GVL,EMD,2018/1/20,12:05:00,D,NV6732,2018/1/20,10:45:00,I,NV643,North,W,T5,T,320,PK269,2018/1/20 10:45:00,2018/1/20 12:05:00
153,153,153,OHP,YJZ,2018/1/20,12:30:00,D,NV303,2018/1/20,10:40:00,I,NV303,North,W,T5,T,320,PK268,2018/1/20 10:40:00,2018/1/20 12:30:00
154,154,154,ILH,GPD,2018/1/20,8:55:00,D,NV6616,2018/1/19,22:50:00,I,NV617,North,W,T5,T,321,PK185,2018/1/19 22:50:00,2018/1/20 8:55:00
155,155,155,CLL,ZJI,2018/1/20,9:40:00,D,GN0476,2018/1/19,22:10:00,I,GN945,North,W,T5,T,73H,PK178,2018/1/19 22:10:00,2018/1/20 9:40:00
156,156,156,GPD,KGL,2018/1/20,11:30:00,I,NV698,2018/1/20,9:20:00,D,NV698,North,N,T6,T,773,PK487,2018/1/20 9:20:00,2018/1/20 11:30:00
157,157,157,LNH,NBE,2018/1/20,12:25:00,I,NV810,2018/1/20,0:25:00,D,NV6589,North,N,T6,T,33H,PK445,2018/1/20 0:25:00,2018/1/20 12:25:00
158,158,158,TZY,CLL,2018/1/20,20:40:00,I,NV658,2018/1/20,18:20:00,D,NV6489,North,N,T6,T,33L,PK352,2018/1/20 18:20:00,2018/1/20 20:40:00
159,159,159,QFL,EFM,2018/1/20,14:25:00,I,NV674,2018/1/20,12:55:00,D,NV674,North,N,T6,T,33L,PK280,2018/1/20 12:55:00,2018/1/20 14:25:00
160,160,160,TZY,BLM,2018/1/20,0:55:00,I,NV880,2018/1/19,17:55:00,D,NV6489,North,N,T6,T,773,PK106,2018/1/19 17:55:00,2018/1/20 0:55:00
161,161,161,TWP,TZY,2018/1/20,10:25:00,D,NV603,2018/1/20,9:00:00,I,NV603,North,N,T6,T,33L,PK483,2018/1/20 9:00:00,2018/1/20 10:25:00
162,162,162,EFM,QFL,2018/1/20,6:55:00,D,NV675,2018/1/20,4:55:00,I,NV675,North,N,T6,T,33L,PK452,2018/1/20 4:55:00,2018/1/20 6:55:00
163,163,163,KGL,GPD,2018/1/20,21:40:00,D,NV699,2018/1/20,19:30:00,I,NV699,North,N,T6,T,773,PK374,2018/1/20 19:30:00,2018/1/20 21:40:00
164,164,164,MIS,LNH,2018/1/20,20:05:00,D,NV6588,2018/1/20,16:30:00,I,NV663,North,N,T6,T,33H,PK331,2018/1/20 16:30:00,2018/1/20 20:05:00
165,165,165,UQF,LNH,2018/1/20,10:05:00,D,NV866,2018/1/19,20:30:00,I,NV6117,North,N,T6,T,33E,PK151,2018/1/19 20:30:00,2018/1/20 10:05:00
166,166,166,CLL,IOM,2018/1/20,17:20:00,I,NV682,2018/1/20,7:20:00,I,NV659,North,N,T6,T,33L,PK471,2018/1/20 7:20:00,2018/1/20 17:20:00
167,167,167,DEH,DEH,2018/1/20,12:25:00,I,NV670,2018/1/20,7:00:00,I,NV665,North,N,T6,T,773,PK468,2018/1/20 7:00:00,2018/1/20 12:25:00
168,168,168,BNT,IOE,2018/1/20,13:00:00,I,NV640,2018/1/20,6:55:00,I,NV883,North,N,T6,T,33H,PK466,2018/1/20 6:55:00,2018/1/20 13:00:00
169,169,169,MBY,ZZA,2018/1/20,12:05:00,I,NV318,2018/1/20,6:25:00,I,NV689,North,N,T6,T,773,PK464,2018/1/20 6:25:00,2018/1/20 12:05:00
170,170,170,DHL,TJO,2018/1/20,14:35:00,I,NV676,2018/1/20,6:25:00,I,NV6181,North,N,T6,T,332,PK463,2018/1/20 6:25:00,2018/1/20 14:35:00
171,171,171,NFM,PSE,2018/1/20,11:40:00,I,NV828,2018/1/20,5:55:00,I,NV851,North,N,T6,T,773,PK461,2018/1/20 5:55:00,2018/1/20 11:40:00
172,172,172,DNC,UQF,2018/1/20,12:15:00,I,NV6118,2018/1/20,5:55:00,I,NV343,North,N,T6,T,33E,PK460,2018/1/20 5:55:00,2018/1/20 12:15:00
173,173,173,NMF,NMF,2018/1/20,12:10:00,I,NV346,2018/1/20,5:35:00,I,NV347,North,N,T6,T,33L,PK456,2018/1/20 5:35:00,2018/1/20 12:10:00
174,174,174,KGL,OSU,2018/1/20,9:10:00,I,NV634,2018/1/20,5:15:00,I,NV309,North,N,T6,T,773,PK454,2018/1/20 5:15:00,2018/1/20 9:10:00
175,175,175,TZE,MBY,2018/1/20,13:20:00,I,NV694,2018/1/20,5:00:00,I,NV847,North,N,T6,T,773,PK453,2018/1/20 5:00:00,2018/1/20 13:20:00
176,176,176,TJO,DUT,2018/1/20,7:55:00,I,NV380,2018/1/20,4:10:00,I,NV677,North,N,T6,T,33L,PK449,2018/1/20 4:10:00,2018/1/20 7:55:00
177,177,177,COF,COF,2018/1/20,21:55:00,I,NV826,2018/1/20,20:00:00,I,NV827,North,N,T6,T,33E,PK382,2018/1/20 20:00:00,2018/1/20 21:55:00
178,178,178,NFM,TJO,2018/1/20,23:30:00,I,NV654,2018/1/20,19:40:00,I,NV849,North,N,T6,T,33E,PK377,2018/1/20 19:40:00,2018/1/20 23:30:00
179,179,179,MBY,MBY,2018/1/20,21:00:00,I,NV688,2018/1/20,17:50:00,I,NV697,North,N,T6,T,773,PK347,2018/1/20 17:50:00,2018/1/20 21:00:00
180,180,180,OSU,KGL,2018/1/20,20:00:00,I,NV308,2018/1/20,16:35:00,I,NV635,North,N,T6,T,773,PK333,2018/1/20 16:35:00,2018/1/20 20:00:00
181,181,181,TJO,NFM,2018/1/20,19:45:00,I,NV848,2018/1/20,15:30:00,I,NV657,North,N,T6,T,33E,PK316,2018/1/20 15:30:00,2018/1/20 19:45:00
182,182,182,GDP,TZE,2018/1/20,20:20:00,I,NV672,2018/1/20,15:00:00,I,NV899,North,N,T6,T,33E,PK308,2018/1/20 15:00:00,2018/1/20 20:20:00
183,183,183,DEH,TJO,2018/1/20,16:10:00,I,NV656,2018/1/20,14:50:00,I,NV681,North,N,T6,T,33H,PK304,2018/1/20 14:50:00,2018/1/20 16:10:00
184,184,184,TZE,TGP,2018/1/20,14:20:00,I,NV690,2018/1/19,5:00:00,I,NV847,North,N,T6,T,773,PK208,2018/1/19 5:00:00,2018/1/20 14:20:00
185,185,185,IOE,GDP,2018/1/20,12:30:00,I,NV898,2018/1/19,21:05:00,I,NV651,North,N,T6,T,33E,PK159,2018/1/19 21:05:00,2018/1/20 12:30:00
186,186,186,TZE,GSB,2018/1/20,0:10:00,I,NV320,2018/1/19,19:30:00,I,NV673,North,N,T6,T,33E,PK131,2018/1/19 19:30:00,2018/1/20 0:10:00
187,187,187,ZZA,TZE,2018/1/20,0:05:00,I,NV846,2018/1/19,19:20:00,I,NV319,North,N,T6,T,773,PK129,2018/1/19 19:20:00,2018/1/20 0:05:00
188,188,188,NBE,ZWS,2018/1/20,0:20:00,I,NV608,2018/1/19,18:05:00,I,NV821,North,N,T6,T,33H,PK108,2018/1/19 18:05:00,2018/1/20 0:20:00
189,189,189,TGP,DEH,2018/1/20,0:05:00,I,NV664,2018/1/19,18:00:00,I,NV601,North,N,T6,T,773,PK107,2018/1/19 18:00:00,2018/1/20 0:05:00
190,190,190,MBY,NFM,2018/1/20,0:20:00,I,NV840,2018/1/19,17:50:00,I,NV697,North,N,T6,T,773,PK104,2018/1/19 17:50:00,2018/1/20 0:20:00
191,191,191,ZWS,MIS,2018/1/20,13:00:00,I,NV662,2018/1/19,16:55:00,I,NV693,North,N,T6,T,33H,PK094,2018/1/19 16:55:00,2018/1/20 13:00:00
192,192,192,MIS,ZWS,2018/1/20,13:30:00,I,NV692,2018/1/19,16:30:00,I,NV663,North,N,T6,T,33H,PK089,2018/1/19 16:30:00,2018/1/20 13:30:00
193,193,193,GPD,KGL,2018/1/20,11:30:00,I,NV698,2018/1/20,9:20:00,D,NV698,North,N,T7,T,773,PK487,2018/1/20 9:20:00,2018/1/20 11:30:00
194,194,194,LNH,NBE,2018/1/20,12:25:00,I,NV810,2018/1/20,0:25:00,D,NV6589,North,N,T7,T,33H,PK445,2018/1/20 0:25:00,2018/1/20 12:25:00
195,195,195,TZY,CLL,2018/1/20,20:40:00,I,NV658,2018/1/20,18:20:00,D,NV6489,North,N,T7,T,33L,PK352,2018/1/20 18:20:00,2018/1/20 20:40:00
196,196,196,QFL,EFM,2018/1/20,14:25:00,I,NV674,2018/1/20,12:55:00,D,NV674,North,N,T7,T,33L,PK280,2018/1/20 12:55:00,2018/1/20 14:25:00
197,197,197,TZY,BLM,2018/1/20,0:55:00,I,NV880,2018/1/19,17:55:00,D,NV6489,North,N,T7,T,773,PK106,2018/1/19 17:55:00,2018/1/20 0:55:00
198,198,198,TWP,TZY,2018/1/20,10:25:00,D,NV603,2018/1/20,9:00:00,I,NV603,North,N,T7,T,33L,PK483,2018/1/20 9:00:00,2018/1/20 10:25:00
199,199,199,EFM,QFL,2018/1/20,6:55:00,D,NV675,2018/1/20,4:55:00,I,NV675,North,N,T7,T,33L,PK452,2018/1/20 4:55:00,2018/1/20 6:55:00
200,200,200,KGL,GPD,2018/1/20,21:40:00,D,NV699,2018/1/20,19:30:00,I,NV699,North,N,T7,T,773,PK374,2018/1/20 19:30:00,2018/1/20 21:40:00
201,201,201,MIS,LNH,2018/1/20,20:05:00,D,NV6588,2018/1/20,16:30:00,I,NV663,North,N,T7,T,33H,PK331,2018/1/20 16:30:00,2018/1/20 20:05:00
202,202,202,UQF,LNH,2018/1/20,10:05:00,D,NV866,2018/1/19,20:30:00,I,NV6117,North,N,T7,T,33E,PK151,2018/1/19 20:30:00,2018/1/20 10:05:00
203,203,203,CLL,IOM,2018/1/20,17:20:00,I,NV682,2018/1/20,7:20:00,I,NV659,North,N,T7,T,33L,PK471,2018/1/20 7:20:00,2018/1/20 17:20:00
204,204,204,DEH,DEH,2018/1/20,12:25:00,I,NV670,2018/1/20,7:00:00,I,NV665,North,N,T7,T,773,PK468,2018/1/20 7:00:00,2018/1/20 12:25:00
205,205,205,BNT,IOE,2018/1/20,13:00:00,I,NV640,2018/1/20,6:55:00,I,NV883,North,N,T7,T,33H,PK466,2018/1/20 6:55:00,2018/1/20 13:00:00
206,206,206,MBY,ZZA,2018/1/20,12:05:00,I,NV318,2018/1/20,6:25:00,I,NV689,North,N,T7,T,773,PK464,2018/1/20 6:25:00,2018/1/20 12:05:00
207,207,207,DHL,TJO,2018/1/20,14:35:00,I,NV676,2018/1/20,6:25:00,I,NV6181,North,N,T7,T,332,PK463,2018/1/20 6:25:00,2018/1/20 14:35:00
208,208,208,NFM,PSE,2018/1/20,11:40:00,I,NV828,2018/1/20,5:55:00,I,NV851,North,N,T7,T,773,PK461,2018/1/20 5:55:00,2018/1/20 11:40:00
209,209,209,DNC,UQF,2018/1/20,12:15:00,I,NV6118,2018/1/20,5:55:00,I,NV343,North,N,T7,T,33E,PK460,2018/1/20 5:55:00,2018/1/20 12:15:00
210,210,210,NMF,NMF,2018/1/20,12:10:00,I,NV346,2018/1/20,5:35:00,I,NV347,North,N,T7,T,33L,PK456,2018/1/20 5:35:00,2018/1/20 12:10:00
211,211,211,KGL,OSU,2018/1/20,9:10:00,I,NV634,2018/1/20,5:15:00,I,NV309,North,N,T7,T,773,PK454,2018/1/20 5:15:00,2018/1/20 9:10:00
212,212,212,TZE,MBY,2018/1/20,13:20:00,I,NV694,2018/1/20,5:00:00,I,NV847,North,N,T7,T,773,PK453,2018/1/20 5:00:00,2018/1/20 13:20:00
213,213,213,TJO,DUT,2018/1/20,7:55:00,I,NV380,2018/1/20,4:10:00,I,NV677,North,N,T7,T,33L,PK449,2018/1/20 4:10:00,2018/1/20 7:55:00
214,214,214,COF,COF,2018/1/20,21:55:00,I,NV826,2018/1/20,20:00:00,I,NV827,North,N,T7,T,33E,PK382,2018/1/20 20:00:00,2018/1/20 21:55:00
215,215,215,NFM,TJO,2018/1/20,23:30:00,I,NV654,2018/1/20,19:40:00,I,NV849,North,N,T7,T,33E,PK377,2018/1/20 19:40:00,2018/1/20 23:30:00
216,216,216,MBY,MBY,2018/1/20,21:00:00,I,NV688,2018/1/20,17:50:00,I,NV697,North,N,T7,T,773,PK347,2018/1/20 17:50:00,2018/1/20 21:00:00
217,217,217,OSU,KGL,2018/1/20,20:00:00,I,NV308,2018/1/20,16:35:00,I,NV635,North,N,T7,T,773,PK333,2018/1/20 16:35:00,2018/1/20 20:00:00
218,218,218,TJO,NFM,2018/1/20,19:45:00,I,NV848,2018/1/20,15:30:00,I,NV657,North,N,T7,T,33E,PK316,2018/1/20 15:30:00,2018/1/20 19:45:00
219,219,219,GDP,TZE,2018/1/20,20:20:00,I,NV672,2018/1/20,15:00:00,I,NV899,North,N,T7,T,33E,PK308,2018/1/20 15:00:00,2018/1/20 20:20:00
220,220,220,DEH,TJO,2018/1/20,16:10:00,I,NV656,2018/1/20,14:50:00,I,NV681,North,N,T7,T,33H,PK304,2018/1/20 14:50:00,2018/1/20 16:10:00
221,221,221,TZE,TGP,2018/1/20,14:20:00,I,NV690,2018/1/19,5:00:00,I,NV847,North,N,T7,T,773,PK208,2018/1/19 5:00:00,2018/1/20 14:20:00
222,222,222,IOE,GDP,2018/1/20,12:30:00,I,NV898,2018/1/19,21:05:00,I,NV651,North,N,T7,T,33E,PK159,2018/1/19 21:05:00,2018/1/20 12:30:00
223,223,223,TZE,GSB,2018/1/20,0:10:00,I,NV320,2018/1/19,19:30:00,I,NV673,North,N,T7,T,33E,PK131,2018/1/19 19:30:00,2018/1/20 0:10:00
224,224,224,ZZA,TZE,2018/1/20,0:05:00,I,NV846,2018/1/19,19:20:00,I,NV319,North,N,T7,T,773,PK129,2018/1/19 19:20:00,2018/1/20 0:05:00
225,225,225,NBE,ZWS,2018/1/20,0:20:00,I,NV608,2018/1/19,18:05:00,I,NV821,North,N,T7,T,33H,PK108,2018/1/19 18:05:00,2018/1/20 0:20:00
226,226,226,TGP,DEH,2018/1/20,0:05:00,I,NV664,2018/1/19,18:00:00,I,NV601,North,N,T7,T,773,PK107,2018/1/19 18:00:00,2018/1/20 0:05:00
227,227,227,MBY,NFM,2018/1/20,0:20:00,I,NV840,2018/1/19,17:50:00,I,NV697,North,N,T7,T,773,PK104,2018/1/19 17:50:00,2018/1/20 0:20:00
228,228,228,ZWS,MIS,2018/1/20,13:00:00,I,NV662,2018/1/19,16:55:00,I,NV693,North,N,T7,T,33H,PK094,2018/1/19 16:55:00,2018/1/20 13:00:00
229,229,229,MIS,ZWS,2018/1/20,13:30:00,I,NV692,2018/1/19,16:30:00,I,NV663,North,N,T7,T,33H,PK089,2018/1/19 16:30:00,2018/1/20 13:30:00
230,230,230,TWP,TZY,2018/1/20,10:25:00,D,NV603,2018/1/20,9:00:00,I,NV603,North,N,T8,T,33L,PK483,2018/1/20 9:00:00,2018/1/20 10:25:00
231,231,231,EFM,QFL,2018/1/20,6:55:00,D,NV675,2018/1/20,4:55:00,I,NV675,North,N,T8,T,33L,PK452,2018/1/20 4:55:00,2018/1/20 6:55:00
232,232,232,KGL,GPD,2018/1/20,21:40:00,D,NV699,2018/1/20,19:30:00,I,NV699,North,N,T8,T,773,PK374,2018/1/20 19:30:00,2018/1/20 21:40:00
233,233,233,MIS,LNH,2018/1/20,20:05:00,D,NV6588,2018/1/20,16:30:00,I,NV663,North,N,T8,T,33H,PK331,2018/1/20 16:30:00,2018/1/20 20:05:00
234,234,234,UQF,LNH,2018/1/20,10:05:00,D,NV866,2018/1/19,20:30:00,I,NV6117,North,N,T8,T,33E,PK151,2018/1/19 20:30:00,2018/1/20 10:05:00
235,235,235,TWP,TZY,2018/1/20,10:25:00,D,NV603,2018/1/20,9:00:00,I,NV603,North,N,T9,T,33L,PK483,2018/1/20 9:00:00,2018/1/20 10:25:00
236,236,236,EFM,QFL,2018/1/20,6:55:00,D,NV675,2018/1/20,4:55:00,I,NV675,North,N,T9,T,33L,PK452,2018/1/20 4:55:00,2018/1/20 6:55:00
237,237,237,KGL,GPD,2018/1/20,21:40:00,D,NV699,2018/1/20,19:30:00,I,NV699,North,N,T9,T,773,PK374,2018/1/20 19:30:00,2018/1/20 21:40:00
238,238,238,MIS,LNH,2018/1/20,20:05:00,D,NV6588,2018/1/20,16:30:00,I,NV663,North,N,T9,T,33H,PK331,2018/1/20 16:30:00,2018/1/20 20:05:00
239,239,239,UQF,LNH,2018/1/20,10:05:00,D,NV866,2018/1/19,20:30:00,I,NV6117,North,N,T9,T,33E,PK151,2018/1/19 20:30:00,2018/1/20 10:05:00
240,240,240,GPD,KGL,2018/1/20,11:30:00,I,NV698,2018/1/20,9:20:00,D,NV698,South,N,T20,T,773,PK487,2018/1/20 9:20:00,2018/1/20 11:30:00
241,241,241,LNH,NBE,2018/1/20,12:25:00,I,NV810,2018/1/20,0:25:00,D,NV6589,South,N,T20,T,33H,PK445,2018/1/20 0:25:00,2018/1/20 12:25:00
242,242,242,TZY,CLL,2018/1/20,20:40:00,I,NV658,2018/1/20,18:20:00,D,NV6489,South,N,T20,T,33L,PK352,2018/1/20 18:20:00,2018/1/20 20:40:00
243,243,243,QFL,EFM,2018/1/20,14:25:00,I,NV674,2018/1/20,12:55:00,D,NV674,South,N,T20,T,33L,PK280,2018/1/20 12:55:00,2018/1/20 14:25:00
244,244,244,TZY,BLM,2018/1/20,0:55:00,I,NV880,2018/1/19,17:55:00,D,NV6489,South,N,T20,T,773,PK106,2018/1/19 17:55:00,2018/1/20 0:55:00
245,245,245,GPD,KGL,2018/1/20,11:30:00,I,NV698,2018/1/20,9:20:00,D,NV698,South,N,T21,T,773,PK487,2018/1/20 9:20:00,2018/1/20 11:30:00
246,246,246,LNH,NBE,2018/1/20,12:25:00,I,NV810,2018/1/20,0:25:00,D,NV6589,South,N,T21,T,33H,PK445,2018/1/20 0:25:00,2018/1/20 12:25:00
247,247,247,TZY,CLL,2018/1/20,20:40:00,I,NV658,2018/1/20,18:20:00,D,NV6489,South,N,T21,T,33L,PK352,2018/1/20 18:20:00,2018/1/20 20:40:00
248,248,248,QFL,EFM,2018/1/20,14:25:00,I,NV674,2018/1/20,12:55:00,D,NV674,South,N,T21,T,33L,PK280,2018/1/20 12:55:00,2018/1/20 14:25:00
249,249,249,TZY,BLM,2018/1/20,0:55:00,I,NV880,2018/1/19,17:55:00,D,NV6489,South,N,T21,T,773,PK106,2018/1/19 17:55:00,2018/1/20 0:55:00
250,250,250,GPD,KGL,2018/1/20,11:30:00,I,NV698,2018/1/20,9:20:00,D,NV698,South,N,T22,T,773,PK487,2018/1/20 9:20:00,2018/1/20 11:30:00
251,251,251,LNH,NBE,2018/1/20,12:25:00,I,NV810,2018/1/20,0:25:00,D,NV6589,South,N,T22,T,33H,PK445,2018/1/20 0:25:00,2018/1/20 12:25:00
252,252,252,TZY,CLL,2018/1/20,20:40:00,I,NV658,2018/1/20,18:20:00,D,NV6489,South,N,T22,T,33L,PK352,2018/1/20 18:20:00,2018/1/20 20:40:00
253,253,253,QFL,EFM,2018/1/20,14:25:00,I,NV674,2018/1/20,12:55:00,D,NV674,South,N,T22,T,33L,PK280,2018/1/20 12:55:00,2018/1/20 14:25:00
254,254,254,TZY,BLM,2018/1/20,0:55:00,I,NV880,2018/1/19,17:55:00,D,NV6489,South,N,T22,T,773,PK106,2018/1/19 17:55:00,2018/1/20 0:55:00
255,255,255,TWP,TZY,2018/1/20,10:25:00,D,NV603,2018/1/20,9:00:00,I,NV603,South,N,T22,T,33L,PK483,2018/1/20 9:00:00,2018/1/20 10:25:00
256,256,256,EFM,QFL,2018/1/20,6:55:00,D,NV675,2018/1/20,4:55:00,I,NV675,South,N,T22,T,33L,PK452,2018/1/20 4:55:00,2018/1/20 6:55:00
257,257,257,KGL,GPD,2018/1/20,21:40:00,D,NV699,2018/1/20,19:30:00,I,NV699,South,N,T22,T,773,PK374,2018/1/20 19:30:00,2018/1/20 21:40:00
258,258,258,MIS,LNH,2018/1/20,20:05:00,D,NV6588,2018/1/20,16:30:00,I,NV663,South,N,T22,T,33H,PK331,2018/1/20 16:30:00,2018/1/20 20:05:00
259,259,259,UQF,LNH,2018/1/20,10:05:00,D,NV866,2018/1/19,20:30:00,I,NV6117,South,N,T22,T,33E,PK151,2018/1/19 20:30:00,2018/1/20 10:05:00
260,260,260,CLL,IOM,2018/1/20,17:20:00,I,NV682,2018/1/20,7:20:00,I,NV659,South,N,T22,T,33L,PK471,2018/1/20 7:20:00,2018/1/20 17:20:00
261,261,261,DEH,DEH,2018/1/20,12:25:00,I,NV670,2018/1/20,7:00:00,I,NV665,South,N,T22,T,773,PK468,2018/1/20 7:00:00,2018/1/20 12:25:00
262,262,262,BNT,IOE,2018/1/20,13:00:00,I,NV640,2018/1/20,6:55:00,I,NV883,South,N,T22,T,33H,PK466,2018/1/20 6:55:00,2018/1/20 13:00:00
263,263,263,MBY,ZZA,2018/1/20,12:05:00,I,NV318,2018/1/20,6:25:00,I,NV689,South,N,T22,T,773,PK464,2018/1/20 6:25:00,2018/1/20 12:05:00
264,264,264,DHL,TJO,2018/1/20,14:35:00,I,NV676,2018/1/20,6:25:00,I,NV6181,South,N,T22,T,332,PK463,2018/1/20 6:25:00,2018/1/20 14:35:00
265,265,265,NFM,PSE,2018/1/20,11:40:00,I,NV828,2018/1/20,5:55:00,I,NV851,South,N,T22,T,773,PK461,2018/1/20 5:55:00,2018/1/20 11:40:00
266,266,266,DNC,UQF,2018/1/20,12:15:00,I,NV6118,2018/1/20,5:55:00,I,NV343,South,N,T22,T,33E,PK460,2018/1/20 5:55:00,2018/1/20 12:15:00
267,267,267,NMF,NMF,2018/1/20,12:10:00,I,NV346,2018/1/20,5:35:00,I,NV347,South,N,T22,T,33L,PK456,2018/1/20 5:35:00,2018/1/20 12:10:00
268,268,268,KGL,OSU,2018/1/20,9:10:00,I,NV634,2018/1/20,5:15:00,I,NV309,South,N,T22,T,773,PK454,2018/1/20 5:15:00,2018/1/20 9:10:00
269,269,269,TZE,MBY,2018/1/20,13:20:00,I,NV694,2018/1/20,5:00:00,I,NV847,South,N,T22,T,773,PK453,2018/1/20 5:00:00,2018/1/20 13:20:00
270,270,270,TJO,DUT,2018/1/20,7:55:00,I,NV380,2018/1/20,4:10:00,I,NV677,South,N,T22,T,33L,PK449,2018/1/20 4:10:00,2018/1/20 7:55:00
271,271,271,COF,COF,2018/1/20,21:55:00,I,NV826,2018/1/20,20:00:00,I,NV827,South,N,T22,T,33E,PK382,2018/1/20 20:00:00,2018/1/20 21:55:00
272,272,272,NFM,TJO,2018/1/20,23:30:00,I,NV654,2018/1/20,19:40:00,I,NV849,South,N,T22,T,33E,PK377,2018/1/20 19:40:00,2018/1/20 23:30:00
273,273,273,MBY,MBY,2018/1/20,21:00:00,I,NV688,2018/1/20,17:50:00,I,NV697,South,N,T22,T,773,PK347,2018/1/20 17:50:00,2018/1/20 21:00:00
274,274,274,OSU,KGL,2018/1/20,20:00:00,I,NV308,2018/1/20,16:35:00,I,NV635,South,N,T22,T,773,PK333,2018/1/20 16:35:00,2018/1/20 20:00:00
275,275,275,TJO,NFM,2018/1/20,19:45:00,I,NV848,2018/1/20,15:30:00,I,NV657,South,N,T22,T,33E,PK316,2018/1/20 15:30:00,2018/1/20 19:45:00
276,276,276,GDP,TZE,2018/1/20,20:20:00,I,NV672,2018/1/20,15:00:00,I,NV899,South,N,T22,T,33E,PK308,2018/1/20 15:00:00,2018/1/20 20:20:00
277,277,277,DEH,TJO,2018/1/20,16:10:00,I,NV656,2018/1/20,14:50:00,I,NV681,South,N,T22,T,33H,PK304,2018/1/20 14:50:00,2018/1/20 16:10:00
278,278,278,TZE,TGP,2018/1/20,14:20:00,I,NV690,2018/1/19,5:00:00,I,NV847,South,N,T22,T,773,PK208,2018/1/19 5:00:00,2018/1/20 14:20:00
279,279,279,IOE,GDP,2018/1/20,12:30:00,I,NV898,2018/1/19,21:05:00,I,NV651,South,N,T22,T,33E,PK159,2018/1/19 21:05:00,2018/1/20 12:30:00
280,280,280,TZE,GSB,2018/1/20,0:10:00,I,NV320,2018/1/19,19:30:00,I,NV673,South,N,T22,T,33E,PK131,2018/1/19 19:30:00,2018/1/20 0:10:00
281,281,281,ZZA,TZE,2018/1/20,0:05:00,I,NV846,2018/1/19,19:20:00,I,NV319,South,N,T22,T,773,PK129,2018/1/19 19:20:00,2018/1/20 0:05:00
282,282,282,NBE,ZWS,2018/1/20,0:20:00,I,NV608,2018/1/19,18:05:00,I,NV821,South,N,T22,T,33H,PK108,2018/1/19 18:05:00,2018/1/20 0:20:00
283,283,283,TGP,DEH,2018/1/20,0:05:00,I,NV664,2018/1/19,18:00:00,I,NV601,South,N,T22,T,773,PK107,2018/1/19 18:00:00,2018/1/20 0:05:00
284,284,284,MBY,NFM,2018/1/20,0:20:00,I,NV840,2018/1/19,17:50:00,I,NV697,South,N,T22,T,773,PK104,2018/1/19 17:50:00,2018/1/20 0:20:00
285,285,285,ZWS,MIS,2018/1/20,13:00:00,I,NV662,2018/1/19,16:55:00,I,NV693,South,N,T22,T,33H,PK094,2018/1/19 16:55:00,2018/1/20 13:00:00
286,286,286,MIS,ZWS,2018/1/20,13:30:00,I,NV692,2018/1/19,16:30:00,I,NV663,South,N,T22,T,33H,PK089,2018/1/19 16:30:00,2018/1/20 13:30:00
287,287,287,IBL,DUV,2018/1/20,11:00:00,D,NV6518,2018/1/20,9:55:00,D,NV6313,South,W,T23,T,325,PK501,2018/1/20 9:55:00,2018/1/20 11:00:00
288,288,288,AIB,BPH,2018/1/20,11:30:00,D,GN0208,2018/1/20,9:55:00,D,GN0471,South,W,T23,T,73A,PK500,2018/1/20 9:55:00,2018/1/20 11:30:00
289,289,289,DTY,EMD,2018/1/20,11:05:00,D,NV6752,2018/1/20,9:50:00,D,NV6479,South,W,T23,T,319,PK498,2018/1/20 9:50:00,2018/1/20 11:05:00
290,290,290,DBO,IOZ,2018/1/20,11:10:00,D,GN0530,2018/1/20,9:50:00,D,GN0413,South,W,T23,T,738,PK497,2018/1/20 9:50:00,2018/1/20 11:10:00
291,291,291,UTO,TIF,2018/1/20,11:05:00,D,GN0298,2018/1/20,9:50:00,D,GN0181,South,W,T23,T,738,PK496,2018/1/20 9:50:00,2018/1/20 11:05:00
292,292,292,LXM,DHR,2018/1/20,10:50:00,D,GN0493,2018/1/20,9:45:00,D,GN0493,South,W,T23,T,738,PK494,2018/1/20 9:45:00,2018/1/20 10:50:00
